plan,date,latitude,longitude,qty_notes
Plan D,2016-03-17,9.3645462946,-79.0863604207,34
Plan D,2016-03-17,9.36235127341,-78.8117830173,26
Plan D,2016-03-17,9.36203133284,-78.8386866179,32
Plan D,2016-03-17,9.35050645154,-79.2135560683,28
Plan D,2016-03-17,9.36050243876,-79.2135584223,22
Plan D,2016-03-17,9.36421728991,-78.8119889498,33
Plan D,2016-03-17,9.36860250546,-78.8116531275,38
Plan D,2016-03-17,9.34924659812,-79.2912217849,27
Plan E,2016-03-17,9.35716964895,-78.9532436776,25
Plan E,2016-03-17,9.35942412507,-79.0960749675,23
Plan E,2016-03-17,9.28868374723,-78.8845066344,23
Plan E,2016-03-17,9.34926430363,-78.8114811885,20
Plan E,2016-03-17,9.6109550876,-78.8843566362,32
Plan E,2016-03-17,9.32202321507,-78.8527133921,25
Plan E,2016-03-17,9.35436587223,-78.8377613486,26
Plan E,2016-03-17,9.34786962209,-79.0036231619,25
Plan E,2016-03-17,9.33574760404,-78.8114383798,22
Plan F,2016-03-17,9.3527272838,-78.8384322933,23
Plan F,2016-03-17,9.36344993723,-78.8122529547,32
Plan F,2016-03-17,9.36183281141,-78.8526777689,27
Plan F,2016-03-17,9.36496106109,-79.2911235023,33
Plan F,2016-03-17,9.36406382091,-78.8112458355,27
Plan F,2016-03-17,9.36719771148,-79.3626318904,19
Plan F,2016-03-17,9.36215245041,-78.8122931553,30
Plan F,2016-03-17,9.36041859571,-79.408882357,25
Plan F,2016-03-17,9.3044997369,-78.8842467039,28
Plan G,2016-03-17,9.35700869444,-78.9539101858,25
Plan G,2016-03-17,9.36494804221,-79.0866242871,30
Plan G,2016-03-17,9.35031605938,-78.8123592745,27
Plan G,2016-03-17,9.36093584922,-79.0961240324,28
Plan G,2016-03-17,9.36690548643,-79.0031518017,25
Plan G,2016-03-17,9.34498913274,-78.9538610765,28
Plan G,2016-03-17,9.35457494168,-78.9537550622,25
Plan G,2016-03-17,9.36170655768,-79.2911822045,28
Plan G,2016-03-17,9.34419901443,-79.131730473,34
Plan A,2016-03-18,9.358952728,-79.5077939703,25
Plan A,2016-03-18,9.34724933733,-79.213190241,26
Plan A,2016-03-18,9.36470063961,-78.811773177,29
Plan A,2016-03-18,9.33416056086,-79.0955108447,21
Plan A,2016-03-18,9.35511805024,-79.0864588008,38
Plan A,2016-03-18,9.36214414922,-78.812083803,26
Plan A,2016-03-18,9.3653967219,-79.323143415,34
Plan A,2016-03-18,9.35100779548,-78.8374587603,29
Plan A,2016-03-18,9.36261245655,-79.096417453,33
Plan B,2016-03-18,9.35253834595,-78.8117700578,21
Plan B,2016-03-18,9.35235025272,-79.2942535477,20
Plan B,2016-03-18,9.3653771337,-78.8110566855,25
Plan B,2016-03-18,9.29179490132,-79.0039113667,25
Plan B,2016-03-18,9.36319656827,-78.8125122358,15
Plan B,2016-03-18,9.36190854635,-78.8114472005,25
Plan B,2016-03-18,9.34436023188,-78.8116939769,22
Plan B,2016-03-18,9.36315182533,-78.8530927076,34
Plan B,2016-03-18,9.36771691788,-78.8116933555,22
Plan C,2016-03-18,9.35088516029,-79.0953332549,24
Plan C,2016-03-18,9.35320338249,-78.8847130018,37
Plan C,2016-03-18,9.36429455353,-78.8116445354,25
Plan C,2016-03-18,9.36400113271,-78.8377951286,21
Plan C,2016-03-18,9.36521137609,-78.8848171144,26
Plan C,2016-03-18,9.36716959553,-78.8388637026,26
Plan C,2016-03-18,9.36000172684,-78.9546007617,22
Plan C,2016-03-18,9.35199084002,-78.8115137692,21
Plan C,2016-03-18,9.35223583162,-78.8388558473,37
Plan D,2016-03-18,9.35510725757,-78.8835724515,20
Plan D,2016-03-18,9.36385762789,-78.8386807238,27
Plan D,2016-03-18,9.36723935544,-78.8116025768,29
Plan D,2016-03-18,9.36772405356,-78.8117887479,24
Plan D,2016-03-18,9.35097643944,-79.0864789548,24
Plan D,2016-03-18,9.35167576857,-79.0959981203,30
Plan D,2016-03-18,9.35503336724,-78.8848384473,26
Plan D,2016-03-18,9.36295959618,-79.1316953263,26
Plan D,2016-03-18,9.35357338929,-79.2916757387,21
Plan E,2016-03-18,9.36616948529,-79.0968006258,27
Plan E,2016-03-18,9.35447606489,-78.8843016263,21
Plan E,2016-03-18,9.36525989165,-79.0027349353,24
Plan E,2016-03-18,9.36529191073,-78.9547249704,28
Plan E,2016-03-18,9.35083712109,-78.853338322,30
Plan E,2016-03-18,9.35405931655,-78.9545515146,27
Plan E,2016-03-18,9.35644772504,-78.8113401545,18
Plan E,2016-03-18,9.35347062848,-79.2140085669,31
Plan E,2016-03-18,9.33125817991,-78.8849491268,32
Plan F,2016-03-18,9.35431538533,-79.2950867853,29
Plan F,2016-03-18,9.35164534767,-78.9536325377,23
Plan F,2016-03-18,9.3108852701,-79.0869401218,24
Plan F,2016-03-18,9.33151722068,-78.8533615765,22
Plan F,2016-03-18,9.36679547568,-78.8118884707,22
Plan F,2016-03-18,9.28733902699,-78.8374990699,17
Plan F,2016-03-18,9.43281044655,-79.0878522785,28
Plan F,2016-03-18,9.36448508727,-78.8378427309,34
Plan F,2016-03-18,9.35952900234,-79.0959082049,24
Plan G,2016-03-18,9.31348393869,-79.1322463595,27
Plan G,2016-03-18,9.3514254965,-78.8845377078,20
Plan G,2016-03-18,9.36622323146,-78.8122856955,27
Plan G,2016-03-18,9.3656428338,-79.0867885283,30
Plan G,2016-03-18,9.35320654805,-78.8836242394,27
Plan G,2016-03-18,9.3631060498,-79.3821865785,28
Plan G,2016-03-18,9.36038741124,-79.1320683665,25
Plan G,2016-03-18,9.340130841,-79.0030919186,27
Plan G,2016-03-18,9.36298485056,-78.8383735135,31
Plan A,2016-03-19,9.36850486278,-79.0964571144,24
Plan A,2016-03-19,9.35210244761,-78.8383804597,21
Plan A,2016-03-19,9.36303237624,-78.8120836084,26
Plan A,2016-03-19,9.35661553128,-79.5111526426,15
Plan A,2016-03-19,9.35871446385,-79.003461343,31
Plan A,2016-03-19,9.35630307052,-78.8375875894,28
Plan A,2016-03-19,9.34434550401,-78.8387872776,25
Plan A,2016-03-19,9.30743730613,-79.3674414701,26
Plan A,2016-03-19,9.36644648559,-79.2132642288,20
Plan B,2016-03-19,9.36452994784,-79.2135845064,32
Plan B,2016-03-19,9.35224528944,-79.3832833181,28
Plan B,2016-03-19,9.36335317506,-78.8849516041,37
Plan B,2016-03-19,9.36239997101,-79.3685864189,24
Plan B,2016-03-19,9.36241867649,-79.0967802702,24
Plan B,2016-03-19,9.36855109415,-79.3233606606,21
Plan B,2016-03-19,9.36079354623,-79.0864639953,25
Plan B,2016-03-19,9.36561354049,-79.2949176334,18
Plan B,2016-03-19,9.36743661106,-79.2917823585,21
Plan C,2016-03-19,9.34634215109,-78.853617512,37
Plan C,2016-03-19,9.36567900045,-78.9536473301,29
Plan C,2016-03-19,9.35212978934,-79.3633734882,23
Plan C,2016-03-19,9.35283177621,-78.9543545023,22
Plan C,2016-03-19,9.34531550543,-78.8382652647,35
Plan C,2016-03-19,9.3614311076,-78.9540593704,25
Plan C,2016-03-19,9.35482281648,-78.8121176309,22
Plan C,2016-03-19,9.34986268675,-79.0872040075,21
Plan C,2016-03-19,9.35466236967,-78.838582772,16
Plan D,2016-03-19,9.3658378252,-78.9547619104,24
Plan D,2016-03-19,9.36490286539,-78.838575389,25
Plan D,2016-03-19,9.35888088479,-78.8835210722,29
Plan D,2016-03-19,9.35052360987,-79.0879875643,29
Plan D,2016-03-19,9.36889033147,-78.8380029426,26
Plan D,2016-03-19,9.35313798221,-79.0037048748,27
Plan D,2016-03-19,9.35744243223,-78.8125027958,29
Plan D,2016-03-19,9.35155961432,-78.8374084788,30
Plan D,2016-03-19,9.35911414517,-79.095822074,27
Plan E,2016-03-19,9.3340213475,-79.0038071508,18
Plan E,2016-03-19,9.36307382412,-79.0877333559,29
Plan E,2016-03-19,9.36275704511,-78.8110862539,28
Plan E,2016-03-19,9.34383715243,-78.8123907241,25
Plan E,2016-03-19,9.35487841564,-79.3684711883,24
Plan E,2016-03-19,9.35697717508,-78.8123941258,35
Plan E,2016-03-19,9.34886599531,-78.8837649129,28
Plan E,2016-03-19,9.35071277348,-78.8537573547,25
Plan E,2016-03-19,9.35216975397,-78.8114821166,22
Plan F,2016-03-19,9.35472274956,-78.8380738387,23
Plan F,2016-03-19,9.36513989065,-78.9543058146,29
Plan F,2016-03-19,9.35250904367,-78.8376511376,20
Plan F,2016-03-19,9.35804298133,-79.2953293655,28
Plan F,2016-03-19,9.3621687783,-79.2947392121,22
Plan F,2016-03-19,9.36362437931,-79.132192815,25
Plan F,2016-03-19,9.35339462906,-79.2138030882,25
Plan F,2016-03-19,9.35564181195,-78.8111653841,33
Plan F,2016-03-19,9.50779717766,-79.2123027099,24
Plan G,2016-03-19,9.35713625163,-78.8124882959,34
Plan G,2016-03-19,9.36539524317,-78.8532171967,28
Plan G,2016-03-19,9.36197271465,-79.0038580406,27
Plan G,2016-03-19,9.35078508124,-78.8388134107,23
Plan G,2016-03-19,9.35113293065,-78.8538752671,24
Plan G,2016-03-19,9.36377266197,-78.8380154449,33
Plan G,2016-03-19,9.35243943861,-79.3285285375,19
Plan G,2016-03-19,9.36548708137,-79.0036410278,27
Plan G,2016-03-19,9.36573150983,-79.3679809578,27
Plan A,2016-03-20,9.36153503259,-78.8843938563,29
Plan A,2016-03-20,9.32374289541,-79.3681710167,31
Plan A,2016-03-20,9.36515026512,-78.8113173833,27
Plan A,2016-03-20,9.32185424251,-78.8377749424,24
Plan A,2016-03-20,9.34731002314,-79.367980734,23
Plan A,2016-03-20,9.35166716286,-78.8380814393,19
Plan A,2016-03-20,9.3686920032,-78.8379830735,18
Plan A,2016-03-20,9.35993926466,-78.8121237162,24
Plan A,2016-03-20,9.35705963642,-79.2130181198,36
Plan B,2016-03-20,9.36215663676,-79.3233522413,18
Plan B,2016-03-20,9.36463245894,-78.8376474576,33
Plan B,2016-03-20,9.34764693302,-79.2647225755,26
Plan B,2016-03-20,9.35162198717,-78.8846203667,28
Plan B,2016-03-20,9.36346247319,-78.8118224731,21
Plan B,2016-03-20,9.3417838875,-78.8383616576,18
Plan B,2016-03-20,9.36130354053,-79.0041410581,31
Plan B,2016-03-20,9.35200756381,-78.9531245323,31
Plan B,2016-03-20,9.36516726752,-78.8381541825,25
Plan C,2016-03-20,9.36457476682,-78.8375893738,21
Plan C,2016-03-20,9.33831359099,-79.2953876691,24
Plan C,2016-03-20,9.36387042709,-78.8382503525,38
Plan C,2016-03-20,9.36326946519,-79.0878031066,22
Plan C,2016-03-20,9.35340366922,-78.8531678398,33
Plan C,2016-03-20,9.35482941024,-78.8112239336,15
Plan C,2016-03-20,9.34935369807,-79.4021161886,17
Plan C,2016-03-20,9.36359678653,-78.8119909844,34
Plan C,2016-03-20,9.36464517672,-78.8379342961,20
Plan D,2016-03-20,9.33667411367,-78.8834593022,21
Plan D,2016-03-20,9.35224193315,-78.9532271288,26
Plan D,2016-03-20,9.34394713832,-78.8526246829,34
Plan D,2016-03-20,9.35461080295,-78.837532194,39
Plan D,2016-03-20,9.36516580302,-78.8527705602,28
Plan D,2016-03-20,9.35004483952,-78.853114649,29
Plan D,2016-03-20,9.35985700145,-79.2647487882,29
Plan D,2016-03-20,9.32542232015,-79.1321570236,21
Plan D,2016-03-20,9.3569293141,-78.8112129076,27
Plan E,2016-03-20,9.36214719137,-78.9535278674,27
Plan E,2016-03-20,9.34977788766,-79.2136511533,30
Plan E,2016-03-20,9.35911064904,-79.2654732066,21
Plan E,2016-03-20,9.36235334299,-78.8834373055,20
Plan E,2016-03-20,9.35065093177,-78.8836553733,25
Plan E,2016-03-20,9.36473591792,-78.8113548315,34
Plan E,2016-03-20,9.36545992034,-79.086396508,26
Plan E,2016-03-20,9.36230917903,-79.29189869,24
Plan E,2016-03-20,9.33573550351,-79.2650438215,27
Plan F,2016-03-20,9.36602066179,-78.8383740176,23
Plan F,2016-03-20,9.34597225199,-78.8381584385,37
Plan F,2016-03-20,9.34905884832,-78.8529250581,20
Plan F,2016-03-20,9.36851414198,-79.3937136138,19
Plan F,2016-03-20,9.3534744763,-78.8844809167,29
Plan F,2016-03-20,9.35176018686,-79.3230104562,25
Plan F,2016-03-20,9.36514029163,-78.811593181,29
Plan F,2016-03-20,9.36350548196,-79.0964707035,24
Plan F,2016-03-20,9.3669678268,-79.0952426748,25
Plan G,2016-03-20,9.34565216037,-79.0961396887,24
Plan G,2016-03-20,9.36110022787,-78.8844829075,22
Plan G,2016-03-20,9.36439698205,-78.8844986599,25
Plan G,2016-03-20,9.35117033639,-78.8377914718,31
Plan G,2016-03-20,9.36365421801,-78.8120033935,34
Plan G,2016-03-20,9.34213252796,-79.0868962924,23
Plan G,2016-03-20,9.36294313316,-78.8390044263,23
Plan G,2016-03-20,9.36464369295,-79.0876309994,19
Plan G,2016-03-20,9.36655446105,-78.8845029813,37
Plan A,2016-03-21,9.35845013547,-79.2133386528,31
Plan A,2016-03-21,9.35648601623,-79.0873443526,31
Plan A,2016-03-21,9.36638139753,-78.883774776,28
Plan A,2016-03-21,9.31676283005,-78.811741071,19
Plan A,2016-03-21,9.36442654538,-79.0864223639,21
Plan A,2016-03-21,9.36699688471,-78.8839728535,20
Plan A,2016-03-21,9.36571955638,-78.9538756355,26
Plan A,2016-03-21,9.36246229693,-78.9540037424,23
Plan A,2016-03-21,9.34122476139,-78.8526296906,20
Plan B,2016-03-21,9.35137662117,-78.8384820948,39
Plan B,2016-03-21,9.36253338891,-78.8114454792,34
Plan B,2016-03-21,9.35157439003,-78.852868895,18
Plan B,2016-03-21,9.34460424626,-79.3690642076,28
Plan B,2016-03-21,9.35089601591,-78.8525493838,33
Plan B,2016-03-21,9.35221542266,-78.8840941478,22
Plan B,2016-03-21,9.35099243912,-79.1317539513,22
Plan B,2016-03-21,9.35078483535,-79.1324735865,44
Plan B,2016-03-21,9.35106066992,-78.8110003714,26
Plan C,2016-03-21,9.35431439625,-78.8117601196,28
Plan C,2016-03-21,9.36433948133,-78.8529465575,33
Plan C,2016-03-21,9.36886510832,-79.3238466718,32
Plan C,2016-03-21,9.34896907626,-78.8537627603,23
Plan C,2016-03-21,9.34847738474,-79.4152392288,29
Plan C,2016-03-21,9.43206156455,-79.3241758248,25
Plan C,2016-03-21,9.36373295336,-79.265050508,20
Plan C,2016-03-21,9.35446578566,-78.8120613094,30
Plan C,2016-03-21,9.36384655079,-79.3677785854,27
Plan D,2016-03-21,9.35393294738,-79.0036442116,32
Plan D,2016-03-21,9.35711161259,-79.2125352686,26
Plan D,2016-03-21,9.36330376013,-78.9538213008,28
Plan D,2016-03-21,9.36549372977,-78.8383752569,26
Plan D,2016-03-21,9.36900363419,-78.8119500597,32
Plan D,2016-03-21,9.35080645361,-78.8114749377,25
Plan D,2016-03-21,9.36712187098,-79.0953128199,18
Plan D,2016-03-21,9.32544712871,-79.0028391998,34
Plan D,2016-03-21,9.36713801753,-78.8379907856,34
Plan E,2016-03-21,9.36344389904,-78.8528020765,22
Plan E,2016-03-21,9.36177918971,-78.9542268782,25
Plan E,2016-03-21,9.3518791064,-78.8535603717,24
Plan E,2016-03-21,9.35877344955,-79.2648471297,23
Plan E,2016-03-21,9.35295596344,-79.003609039,29
Plan E,2016-03-21,9.36375232402,-79.265576503,26
Plan E,2016-03-21,9.36825998453,-79.0031678076,20
Plan E,2016-03-21,9.36166446179,-78.8110486355,37
Plan E,2016-03-21,9.3529889752,-78.83819829,27
Plan F,2016-03-21,9.36501099387,-78.8377498004,29
Plan F,2016-03-21,9.55964311197,-78.8537265326,29
Plan F,2016-03-21,9.35445428677,-79.3292687184,27
Plan F,2016-03-21,9.35663328788,-78.8115010935,35
Plan F,2016-03-21,9.35244894705,-79.0873982204,34
Plan F,2016-03-21,9.3609415252,-79.0959444902,31
Plan F,2016-03-21,9.3485478298,-78.8120152362,32
Plan F,2016-03-21,9.36542427858,-79.3230874111,26
Plan F,2016-03-21,9.35303224301,-79.3871277561,23
Plan G,2016-03-21,9.34924984088,-78.8542047835,25
Plan G,2016-03-21,9.36453156805,-79.368422496,22
Plan G,2016-03-21,9.36810236271,-78.8541171089,21
Plan G,2016-03-21,9.35937113175,-79.0036838908,33
Plan G,2016-03-21,9.34860867012,-79.3620405039,28
Plan G,2016-03-21,9.3510795266,-78.8383914842,31
Plan G,2016-03-21,9.36667851827,-79.0032596105,23
Plan G,2016-03-21,9.35133962137,-79.4234173376,24
Plan G,2016-03-21,9.35680679752,-79.0961225777,30
Plan A,2016-03-22,9.36153130775,-78.8539900542,30
Plan A,2016-03-22,9.36696090104,-79.0956700863,22
Plan A,2016-03-22,9.36368217429,-78.8850766465,36
Plan A,2016-03-22,9.36528689892,-79.2652721772,17
Plan A,2016-03-22,9.36211128951,-78.9538703636,30
Plan A,2016-03-22,9.36375478114,-78.8117172424,23
Plan A,2016-03-22,9.35542221303,-78.8375205879,25
Plan A,2016-03-22,9.35367360325,-78.8530047978,23
Plan A,2016-03-22,9.35754181637,-79.3292595142,22
Plan B,2016-03-22,9.36425631481,-78.8374853656,21
Plan B,2016-03-22,9.36374591897,-78.8848944699,30
Plan B,2016-03-22,9.36524591112,-78.9536599152,31
Plan B,2016-03-22,9.3518790151,-78.8125064178,28
Plan B,2016-03-22,9.36196998739,-78.8125319008,35
Plan B,2016-03-22,9.36754341596,-79.0957819568,20
Plan B,2016-03-22,9.34139920333,-79.0029501647,26
Plan B,2016-03-22,9.35766604107,-79.0880053183,24
Plan B,2016-03-22,9.33457351641,-78.8848979259,29
Plan C,2016-03-22,9.36245800986,-78.8838529705,23
Plan C,2016-03-22,9.34694237094,-78.8112687308,30
Plan C,2016-03-22,9.36378999468,-78.8529370955,25
Plan C,2016-03-22,9.36663092876,-78.9542480353,22
Plan C,2016-03-22,9.35092214916,-79.3630680112,24
Plan C,2016-03-22,9.47706166029,-78.8120363889,36
Plan C,2016-03-22,9.36309245683,-78.8531718275,25
Plan C,2016-03-22,9.52176416187,-78.8114229882,27
Plan C,2016-03-22,9.2888963197,-79.2657113377,27
Plan D,2016-03-22,9.3645830825,-78.8376401023,36
Plan D,2016-03-22,9.36703877089,-78.8834143179,29
Plan D,2016-03-22,9.34809459254,-78.8532355789,26
Plan D,2016-03-22,9.36294019297,-78.8533015133,25
Plan D,2016-03-22,9.33359206268,-79.2914942311,31
Plan D,2016-03-22,9.36802969181,-78.9545960631,38
Plan D,2016-03-22,9.35589026599,-79.3294058496,28
Plan D,2016-03-22,9.35932772507,-79.0027267171,29
Plan D,2016-03-22,9.361853218,-78.8531164166,26
Plan E,2016-03-22,9.36701086247,-78.8387760306,27
Plan E,2016-03-22,9.35287109113,-78.812456632,32
Plan E,2016-03-22,9.36504587482,-78.8838573345,28
Plan E,2016-03-22,9.35812331919,-79.1323401602,23
Plan E,2016-03-22,9.34168212085,-79.0035501812,28
Plan E,2016-03-22,9.34972323596,-78.8123848941,27
Plan E,2016-03-22,9.35903213543,-78.8376411843,21
Plan E,2016-03-22,9.36930178591,-78.9535432412,26
Plan E,2016-03-22,9.36153170218,-78.8525840869,18
Plan F,2016-03-22,9.3525852466,-78.9541011657,29
Plan F,2016-03-22,9.35084563052,-79.0862750173,25
Plan F,2016-03-22,9.36179917498,-78.8379116267,26
Plan F,2016-03-22,9.35213989896,-79.00362864,24
Plan F,2016-03-22,9.3386879098,-79.3292434944,27
Plan F,2016-03-22,9.35948635297,-78.8528642625,22
Plan F,2016-03-22,9.36891111088,-78.8121044483,42
Plan F,2016-03-22,9.35858627039,-79.3689482204,23
Plan F,2016-03-22,9.36475272816,-78.8839421515,28
Plan G,2016-03-22,9.36444047918,-79.2126577322,22
Plan G,2016-03-22,9.36508428946,-78.9544247497,24
Plan G,2016-03-22,9.3481459251,-79.3937070853,30
Plan G,2016-03-22,9.36550903379,-78.9541777953,30
Plan G,2016-03-22,9.3651711078,-78.8379762876,35
Plan G,2016-03-22,9.30340109196,-79.3617718268,19
Plan G,2016-03-22,9.36350501087,-78.838145761,21
Plan G,2016-03-22,9.35200348559,-78.8111382931,26
Plan G,2016-03-22,9.36661235454,-79.0864890598,22
Plan A,2016-03-23,9.35250383175,-78.8534291323,34
Plan A,2016-03-23,9.35177641352,-78.885085671,31
Plan A,2016-03-23,9.35625157416,-78.8126612417,38
Plan A,2016-03-23,9.35559927919,-78.8120324601,34
Plan A,2016-03-23,9.36634685967,-79.0952887397,29
Plan A,2016-03-23,9.28951979386,-79.0964905827,20
Plan A,2016-03-23,9.36171138985,-78.8376027124,31
Plan A,2016-03-23,9.33942290312,-79.4961297206,17
Plan A,2016-03-23,9.3656239104,-78.8384369805,33
Plan B,2016-03-23,9.36514868635,-79.3227733544,24
Plan B,2016-03-23,9.36034799683,-78.8387062792,23
Plan B,2016-03-23,9.3432889149,-78.8121590852,38
Plan B,2016-03-23,9.36242541542,-79.4158918466,31
Plan B,2016-03-23,9.29160609469,-78.8846123271,27
Plan B,2016-03-23,9.34803672666,-78.8526408907,19
Plan B,2016-03-23,9.28694659513,-78.9545169897,29
Plan B,2016-03-23,9.3495964717,-79.2129780409,24
Plan B,2016-03-23,9.36129352914,-79.2923644328,22
Plan C,2016-03-23,9.36618306204,-78.8533354895,23
Plan C,2016-03-23,9.34363682218,-79.1317672344,13
Plan C,2016-03-23,9.3505418278,-78.9543558505,27
Plan C,2016-03-23,9.35259181249,-78.8387280547,33
Plan C,2016-03-23,9.36434105502,-79.2129000962,21
Plan C,2016-03-23,9.35893786208,-79.2951481428,24
Plan C,2016-03-23,9.30840735597,-78.8121968829,27
Plan C,2016-03-23,9.36321077455,-79.2131438703,25
Plan C,2016-03-23,9.35372100324,-78.9534858856,25
Plan D,2016-03-23,9.35299161205,-79.264579047,26
Plan D,2016-03-23,9.36587314224,-78.811847666,29
Plan D,2016-03-23,9.35430824494,-78.8376741113,20
Plan D,2016-03-23,9.34622240205,-79.087054501,34
Plan D,2016-03-23,9.35132626978,-78.9535976914,30
Plan D,2016-03-23,9.35547758808,-78.8534447965,38
Plan D,2016-03-23,9.35595918667,-78.8110250973,35
Plan D,2016-03-23,9.36359986955,-79.0952410929,33
Plan D,2016-03-23,9.36406743823,-78.8389307356,31
Plan E,2016-03-23,9.35214559619,-78.852631646,34
Plan E,2016-03-23,9.36270395614,-78.8836890468,36
Plan E,2016-03-23,9.36403166985,-78.8379799714,26
Plan E,2016-03-23,9.33915155539,-78.8536883018,21
Plan E,2016-03-23,9.34781881143,-78.8379385024,32
Plan E,2016-03-23,9.36527196891,-79.2919526218,28
Plan E,2016-03-23,9.35342726894,-78.838220669,26
Plan E,2016-03-23,9.35159762814,-78.8540562647,30
Plan E,2016-03-23,9.36586008591,-79.0035767916,28
Plan F,2016-03-23,9.35245256296,-78.8839807792,31
Plan F,2016-03-23,9.3515408115,-78.8376228135,42
Plan F,2016-03-23,9.36208245996,-78.8538266753,28
Plan F,2016-03-23,9.36435686221,-79.003248184,33
Plan F,2016-03-23,9.36806133602,-78.9534107242,35
Plan F,2016-03-23,9.36005478914,-78.8535593457,28
Plan F,2016-03-23,9.36189599371,-79.1325207475,18
Plan F,2016-03-23,9.3639675237,-78.8387574332,30
Plan F,2016-03-23,9.36464120292,-78.8117811013,27
Plan G,2016-03-23,9.350897426,-78.8528530934,19
Plan G,2016-03-23,9.36269771106,-79.2130246469,27
Plan G,2016-03-23,9.3328437459,-78.9542910872,17
Plan G,2016-03-23,9.35329444362,-79.4018490064,21
Plan G,2016-03-23,9.35395364305,-79.2947899923,19
Plan G,2016-03-23,9.35872283915,-78.837761743,29
Plan G,2016-03-23,9.3475277611,-78.812600403,24
Plan G,2016-03-23,9.36876822126,-79.0029705859,20
Plan G,2016-03-23,9.365231873,-78.837693032,36
Plan A,2016-03-24,9.36578189318,-79.0037426145,25
Plan A,2016-03-24,9.36040661306,-78.8390340611,28
Plan A,2016-03-24,9.36719973003,-79.3630237361,27
Plan A,2016-03-24,9.34727379402,-79.1320779769,24
Plan A,2016-03-24,9.3281480485,-78.8381252049,32
Plan A,2016-03-24,9.36098632795,-78.837995101,27
Plan A,2016-03-24,9.3614439476,-79.0870152248,25
Plan A,2016-03-24,9.34026844019,-78.8122975483,19
Plan A,2016-03-24,9.36462723707,-78.8842378034,28
Plan B,2016-03-24,9.58836241701,-79.0869166965,25
Plan B,2016-03-24,9.36354509344,-78.8122332917,34
Plan B,2016-03-24,9.35547017674,-79.0958024795,25
Plan B,2016-03-24,9.35100128216,-78.8122792375,22
Plan B,2016-03-24,9.3524378959,-78.8382588858,29
Plan B,2016-03-24,9.35437306243,-79.3230753694,40
Plan B,2016-03-24,9.32408961422,-78.8382133279,30
Plan B,2016-03-24,9.35593173216,-78.8375031488,29
Plan B,2016-03-24,9.35358776391,-79.3229233016,26
Plan C,2016-03-24,9.36620262974,-78.8532884142,25
Plan C,2016-03-24,9.34914566668,-78.8539037424,27
Plan C,2016-03-24,9.28891626282,-79.3287333105,18
Plan C,2016-03-24,9.353222986,-78.8385201671,32
Plan C,2016-03-24,9.58053567915,-79.0875439084,31
Plan C,2016-03-24,9.36363116399,-79.3293291313,32
Plan C,2016-03-24,9.36709359405,-78.9546168884,26
Plan C,2016-03-24,9.3515320076,-78.8850919741,25
Plan C,2016-03-24,9.34855955834,-78.9536094608,23
Plan D,2016-03-24,9.35834341997,-79.0867307161,23
Plan D,2016-03-24,9.35232135189,-79.1316418351,23
Plan D,2016-03-24,9.34738644302,-79.1318708085,28
Plan D,2016-03-24,9.36709670658,-78.8842662102,26
Plan D,2016-03-24,9.36469194969,-78.8840712236,36
Plan D,2016-03-24,9.3686842409,-78.8534099756,29
Plan D,2016-03-24,9.3318239366,-78.9533370892,18
Plan D,2016-03-24,9.29578170128,-78.8381606963,18
Plan D,2016-03-24,9.36509723671,-78.8116111825,28
Plan E,2016-03-24,9.33940242846,-78.8838279379,23
Plan E,2016-03-24,9.3427312307,-78.9531098715,28
Plan E,2016-03-24,9.34660526742,-79.3632451556,30
Plan E,2016-03-24,9.34323659551,-79.2128017678,27
Plan E,2016-03-24,9.36236949043,-79.0034736995,39
Plan E,2016-03-24,9.36262027778,-78.8531346158,20
Plan E,2016-03-24,9.33188092104,-78.8115250331,32
Plan E,2016-03-24,9.36361318783,-79.0961434774,25
Plan E,2016-03-24,9.36204502835,-78.8116831658,18
Plan F,2016-03-24,9.36033366673,-78.8117174666,23
Plan F,2016-03-24,9.36538263228,-78.8124131248,34
Plan F,2016-03-24,9.3648975404,-78.8388693789,32
Plan F,2016-03-24,9.33335666515,-78.8531994201,30
Plan F,2016-03-24,9.36286084573,-78.954382114,23
Plan F,2016-03-24,9.34972818751,-78.8113891415,32
Plan F,2016-03-24,9.36343495422,-78.8122437454,24
Plan F,2016-03-24,9.35535224158,-78.9544132702,31
Plan F,2016-03-24,9.3636795988,-78.8527223894,28
Plan G,2016-03-24,9.36338025289,-78.853659817,26
Plan G,2016-03-24,9.21609782471,-78.8846042856,22
Plan G,2016-03-24,9.36346899036,-78.9538224893,22
Plan G,2016-03-24,9.3675703147,-79.0962144968,40
Plan G,2016-03-24,9.35181755129,-78.8374805756,26
Plan G,2016-03-24,9.35467308626,-79.2646856993,14
Plan G,2016-03-24,9.36468346345,-78.8376515319,27
Plan G,2016-03-24,9.35120893952,-79.3625139172,25
Plan G,2016-03-24,9.34207937507,-79.1320810416,25
Plan A,2016-03-25,9.35155124723,-78.9541752728,18
Plan A,2016-03-25,9.3478415768,-79.003906616,34
Plan A,2016-03-25,9.33052468554,-78.9535732754,24
Plan A,2016-03-25,9.36299693318,-79.1317742847,24
Plan A,2016-03-25,9.36266804238,-78.9534293161,40
Plan A,2016-03-25,9.36637670509,-78.8379133968,25
Plan A,2016-03-25,9.35154332149,-78.8838146802,29
